text,emotion
susah member member suka downgrade org why diam je biarkan org happy i kacau life,worry
hope knee go okay,worry
be right thing elongated_pd,worry
acane ni email dpt kena last submit ni,worry
copy gambar google kabur ya ampun menguji kesabaran ye esok dah start workshop,worry
very often women think angry really hungry,worry
pain option,worry
besok dahla eko,worry
moment slience late second cannot get bus,worry
dah redha kot english ngn il all_caps,worry
semoga sem ni hasya survive subjek aminnn loudly cry face loudly cry face,worry
semua stress tengok staff thailand kerja benda salah woman get massage light skin tone woman get massage light skin tone,worry
dugaan ya ampun,worry
i freak loudly cry face,worry
hopefully geng discord get thru viva session well dr khairil khalid rilek jee hoepfully dpt soalan senang loudly cry face loudly cry face loudly cry face aminnn,worry
sedih kecik dah jantung berlubang sayu hati huhu,worry
lecturer baca jawapan mengalahkan bullet train dia fikir kitaorg siri kot tangkap tulis spot,worry
i reaaalllyy need get better chair computer table neck hurt like fuck skull skull skull skull skull,worry
ni la malas nak tengok go anime elongated_pd cepat la sikit keluaq episode aot all_caps loudly cry face loudly cry face loudly cry face,worry
woi cepat tenangkan woii,worry
apa niii tgk romance rse not kid muntah skrg makan manis rse not kid muntah,worry
library fee rm,worry
always blame everything happen,worry
insomnia nights,worry
dgr motivator ckp find talent yeah mungkin kot,worry
go aduh stress,worry
end day go look ugly ones break you be heart,worry
apahal nak menyusahkan registration link,worry
wehh nazak weh next week pagi malam every day weh tf,worry
get conscience greed confuse,worry
rather fuck life others,worry
bayangkan korang doa hilangkan beban bapa astu kau meninggal kau la beban diorang ni,worry
aku dah specific detail taknak tau la,worry
mata pedih,worry
worth beli high court purple ni,worry
cepatlah habis test sakit perut ni oi,worry
i go stop read i perfectly fine ready know end yet,worry
tak ready nak register subjek esok,worry
ape kurangnya,worry
my roomate study i feel attack,worry
i feel like i bore ass dude,worry
so use ig all_caps filter save photo post twitter fleet laugh my ass off efforts,worry
berdebar gila tunggu kes harini,worry
i wonder hard fall asleep days,worry
hi i doubt decision hmmm why be struggle for this course,worry
minum air milo tido haahahaah,worry
i even know i good anymore,worry
stress student elongated_qm,worry
my anxiety practically scream ady listen brief confound face confound face,worry
tak faham antivax video whatsapp gp percaya berita dokumentari k hd all_caps p percaya,worry
truth even everyone around say i still feel alone i trust anymore,worry
my worst fear people leave know flaw,worry
its joke brother comment abt someone insecurities,worry
my anxiety sometime chart increase,worry
pen kepala sneeze face,worry
i hate feel ffs,worry
another k case today,worry
need control temper yaa,worry
cuba teka bodo scan qrcode attendance class mysejahtera elongated_qm,worry
wth ni la reply je manusia orang takut nak dm loudly cry face loudly cry face loudly cry face,worry
be i even worthy love,worry
how anxiety attack,worry
saya paper malam ni takut,worry
terima jela nyah nak,worry
hm,worry
asal eh time class h time class grin anjay umobile ni,worry
sakit perut takde mood nak keje,worry
what the fuck all_caps budak kem mase f tegur dlm kelas english laugh smol world,worry
muka burn teruk baru jah hilang burn hok haritu burn plk sleep face tu la sapo suruh takpakai sunblock,worry
sumpah serabut ngan nsact ni,worry
would mad present self right like what the fuck sensitive clingy dependent weak,worry
this people go counsellors afraid shit like happen disgust society disgust,worry
kitten i suspect jaundice tummy paw tongue inner ear yellow what i i know human baby kena letak uv all_caps tapi takut palatao cat help please loudly cry face,worry
function jugak yg risau sleep face sleep face,worry
warn attention all_caps warn polar all_caps bear all_caps live all_caps be all_caps at all_caps risk all_caps if all_caps we all_caps do all_caps not all_caps recycle all_caps and all_caps use all_caps less all_caps power all_caps polar all_caps bear all_caps will all_caps be all_caps extinct all_caps please all_caps spread all_caps,worry
sometimes feel like rm all_caps expensive suddenly rm all_caps cheap do mind dumb,worry
sampai,worry
ada sesiapa yg free last minute patient ni kat dental faculty um all_caps pukul pm my original patient might cancel appointment today demam loudly cry face,worry
damn stupid reason,worry
bestnya tengok kengkawan kat uk main snow loudly cry face loudly cry face upside face,worry
the gov give plenty fake hop hari tu weeks i excite almost end then another weeks now extend another weeks do know much depress people get crush hop like,worry
tak kisah nak pakai barang fufu kelakar sia vans offwhite wujud kau loudly cry face,worry
have ever look someone wonder go inside head,worry
tengah tido tibe dengar noti masuk pasal exam harini bole tido eiii potong mood,worry
boleh semput cenni sem projek nak jalan sabtu ahad not kid,worry
babi sial takyah la buang barang bangsat,worry
sumpah penat pakai topeng kat realiti,worry
masih pending nak email confirmation ni adoi,worry
jealous countries competent government,worry
risau kerja ni taksiap nak siapkan data asyik salah je suruh gayanya gila data kena betulkan loudly cry face loudly cry face loudly cry face check compilekan loudly cry face loudly cry face,worry
dah kena start tido sikit tido siang woman get massage light skin tone woman get massage light skin tone,worry
get symptoms vaccine shots i worry sus,worry
give work last minute need send tomorrow bullshit,worry
nak tidur je stress pulak,worry
gigih cari gambar registration haritu takdownload woman get massage light skin tone woman get massage light skin tone woman get massage light skin tone woman get massage light skin tone,worry
boyfriend adik ni call adik pagi ni nak mende unamused face taktahu akak garang,worry
kekadang tu nampak hati ni sentiasa terikat dunia solat pon terfikir benda duniawi weary face weary face weary face,worry
jangan all_caps bagi all_caps harapan all_caps please all_caps,worry
take space i do not know think i consider anyone friend group,worry
i ruin,worry
shitt all_caps gambar all_caps since all_caps kat all_caps phone all_caps ni all_caps semua all_caps hilang all_caps,worry
vaksin percaya perempuan cakap i marah percaya,worry
rase ape ambik skang mcm jiwa eh,worry
tolong cari duit kahwin plead face rt habis stok org twitter beli elongated_em,worry
maybe teruk lgi,worry
adakah ujian musibah hmm,worry
when i younger i always tell life would get better at least uni life start it get worse life unfair,worry
dilemma nak beli smartwatch tint sunscreen,worry
sabah sahaja prayforsabah,worry
man i drop laptop upside face,worry
might,worry
sleep wake sleep wake dream abt get kill good morning start,worry
i feel sad depress tonight elongated_pd,worry
babi la eh quarantine sabah fuck la dah kes,worry
i wan art recognise gain exposure plead face,worry
tengah fikir makanan bawak kl survive sebulan kat tula takleh bawak flight ajooo,worry
serabut la deal org camni woman get massage light skin tone,worry
ya need grow fuck,worry
baru lecturer leave ngn join group aku leave kali group dr ni hahshshshshahshahahh sorry dr,worry
the amount heartbreak today elongated_pd,worry
dg hisham nak nangis je baca laporan kes harini sad relieve face,worry
ape perasaan gi oversea eh teringin mat,worry
hard make new friends social media socially awkward elongated_pd,worry
her wake please also i wake leave alone,worry
i sad cs cannot go friends open house raya,worry
i bad headache,worry
not ask help settle quest pkpb date things loudly cry face,worry
i bad week all i want meet girlfriend friends,worry
petaling red zone hurm makasih,worry
dah berseorangan,worry
jam gak ah terbaring ni,worry
just want know,worry
tire ady la,worry
hmm maseh la member dah harini gue takkan nunggu cok,worry
kadang kadang berhati hati pon orang bawak cam barbie sama je kemalangan berlaku pensive face,worry
rip,worry
live dream wake nightmare,worry
inshaallah result je,worry
emotions try sabotage last month break like excuseee elongated_qm bother time please i tryna zen sneeze face raise hand,worry
alang alang dah majal kasi majal habis je,worry
i worry freak years,worry
be normal sad past like cannot change anything time wonder what things go differently would life better why let go precious people life cost,worry
asal tetiba nak sushi suka upside face,worry
allahu gapo je titas ni haha serious baca baca je ni harapnya ya,worry
i faint twice the second time berdiri solat subuh my head totally black sigh elongated_pd,worry
so feel like favorite group announce go disband elongated_pd loudly cry face sneeze face,worry
dia cam selagi ambik first step selagi tu takut,worry
makin eh k dah daily skang loudly cry face loudly cry face loudly cry face,worry
seronoknya orang common sense ni nampak orang beratur rilek je muka seposen potong queue slightly smile face,worry
punya all_caps penat all_caps sayang all_caps kucing all_caps ni all_caps dia all_caps sibuk all_caps dengan all_caps mainan all_caps dia all_caps pout face pout face face steam nose face steam nose nak all_caps cium all_caps pon all_caps susah all_caps pout face pout face smile face tear,worry
bila fikir orang gila cakap sorang sorang bangga sedih talk strong girl,worry
aiyok la demam,worry
anyone else feel touch reality,worry
lme lgi,worry
and come darkness breakdowns,worry
tak tenang nak present esok cuak nak mampus,worry
hmm first day dah penat susah ah,worry
not appreciate,worry
i hate elongated_pd i cannot elongated_pd move elongated_pd task elongated_pd fakkk all_caps,worry
sakitnyaa ya allah,worry
days since last eat rice i feel hungry,worry
i exhausteddds,worry
after eat i actually consume i feel today,worry
life regret hit extra hard tonight,worry
still headache,worry
stress,worry
dah pejabat berbual pulak sayeh sakit perut ni,worry
tatau nak excite nak sedih,worry
hurt bad hurt,worry
nanti sesiapa nak ajak gi dipersilakan sudi teman hati terbuka hhshshshsh,worry
bila la otak not kid paham benda mathlab ni,worry
koyak ah dgn jadual kelas tutorial,worry
eye hurt much rn need sleep though,worry
nak even cust payment rm ship yg apply rm ship ni still kena cut ya,worry
weh nak bersalah kenapa tu cry face,worry
why i annoy everything persevere face loudly cry face,worry
asal la kelantan takde legit store nike,worry
please grow pout face pout face face steam nose face steam nose face steam nose double exclamation mark,worry
tak sukanya dah separuh jalan something tu tibe ragu ragu,worry
menyesal laaa minum caffeine heartbeat laju gilaaa loudly cry face loudly cry face loudly cry face,worry
pagi pagi dah mencabar tahap kesabaran,worry
sumpah rse not kid mencarut dgn group ni babi bodo video pendek mcmtu elongated_pd takkan bende not kid kena ingatkan,worry
huhu takutt,worry
this wait kill,worry
yeah motivation alrd upside face,worry
adik ni rumah haritu sehelai sepinggang balik matrik beg bawak elongated_qm,worry
dr dah buka session nak masuk takut,worry
oh great leave facewash home,worry
i swear i go kill syahmi bring pic loudly cry face,worry
i elongated_pd,worry
dekat rumahh fearful face fearful face,worry
sudah la bodoh tak penat,worry
kepala otak kena,worry
the future scar sometimes,worry
sumpah cringe gila nasib tengok sikit je weary face weary face weary face,worry
nervous esok,worry
stop drag anyone stupid life afiq,worry
it get worse i need ice,worry
hurm dah start dah typical la,worry
i hate useless i,worry
i sensitive,worry
bad listener i choice call thisa,worry
fikir jela hasya,worry
everything right spain without,worry
this country understand anything mental health,worry
eat spicy tuna elongated_pd might regret tomorrow,worry
bts menang grammy nak full speech korean k mampos ah grammy ni penuh white people je maleh,worry
i paranoid sikit if nak bukak paip nak ambil sabun touch dirty hand close tap clean hand so elongated_pd,worry
pork free mean halal elongated_pd,worry
now i feel fuck awlful,worry
at rate i go fall sick,worry
premium quality high quality copy ori tu fake terpedaya ye reseller jual premium quality better recheck kali legit,worry
what piece useless shit i,worry
driver tu saman en seram,worry
kekadang lupa ni habis sem ni hmm,worry
oh noo i dumb i suppose handle upcoming semester,worry
cam terciduk terciduk gak ah paper,worry
excite nervous adoi,worry
sad story morning my mom accidentally put headphones washer loudly cry face loudly cry face,worry
sell different things mean i different type customers so need professional qinscarf friendly ainaa,worry
need know semenyih kluster weh like sebelah sebelah je kot ni ngan beranang elongated_qm,worry
niece cry minutes bruh elongated_pd say want go everytime say let us go cry elongated_pd,worry
fuck la cannot update ios,worry
cannot sleep,worry
hear father meet next semester teach complicate no wonder lecturer hard time,worry
sedih la budak kena dera tu loudly cry face loudly cry face loudly cry face salah budak tuu,worry
stupid,worry
i feel shit,worry
i do not know positive elongated_pd,worry
gue nggak pehe ni lecture,worry
kl all_caps gila kes,worry
aku dah lose teruk dah ni mampos ah,worry
bammm insecurities hit,worry
takda agama orang,worry
kalau delay babi,worry
i sleep much i weak cannot anything,worry
hari kerja clown face,worry
i want lock room cry day,worry
get bennet hes know bad luck check result elongated_pd hope sign,worry
berdebar nok speaker hahah,worry
laugh my ass off careerportal forever zzz,worry
dah la tetiba lampu terpadam upside face,worry
thunder light feel like war start eye,worry
lose self confidence worse elongated_pd,worry
taknak bukak insta,worry
teringat sedih sedih pasal benda ni je kecik hati diorang gitu mesti ek,worry
e learn make dumb,worry
kerja duk masuk masuk aihhh,worry
time nak la lecturer away from keyboard cry face,worry
even already april pensive face,worry
pending status ni l w anat adoi harga dah reveal ship,worry
day day i doubt career path weary face,worry
time camni la nak sakit kepala,worry
haish nak letak muka,worry
hahahaahaha la mcm ape pelik,worry
boleh baby oil sapu kepala,worry
during lecture dr do guy understand class complete silence me anyone laa nak menipu tht student okay dr thank all_caps you all_caps,worry
brother cannot imagine havinv husband another wive what the fuck,worry
damn every episode extracurricular give anxiety ffs,worry
fuck all_caps i cannot sleep upside face,worry
most stall overrate dirty man shrug light skin tone,worry
i tire life,worry
it sadden bury kitten i think sisters strong either tengok dah nak nangis,worry
takda all_caps electric all_caps woii all_caps nasib all_caps baik all_caps dah all_caps takda all_caps apa all_caps apa all_caps dah all_caps for all_caps today all_caps elongated_em,worry
serious penat,worry
takut siel workshop present final report dahla mostly client challenge elongated_pd la bergetar jantung,worry
overthinking,worry
miss,worry
suicidal thoughts everyday,worry
pen la mat kepala hadap laptop,worry
hidup hidup kau,worry
terciduk bangun kena anta sekolah lak,worry
i do not know i tend google degree worth hmmm,worry
what the fuck roomate lock door i go bath,worry
i want say please smoke vaping infront you be love i care you be family parent sisters brothers even you be girlfriend respect,worry
by the way merisaukan dr hazrina reply email pm all_caps sabtu persevere face,worry
dynamics cw dh la report loudly cry face loudly cry face loudly cry face,worry
sakit perut anjay,worry
aku post takde nak repost org je,worry
wear mask kid,worry
simpan maunya,worry
tetiba takut pape,worry
pagi pagi anak babi ni dah hangat awat susah ka nak beratoq anak babi wei ingat hg sorang ja ka nak cepat melayu wei,worry
man kill best friends forever gang front eye she deserve man shrug light skin tone,worry
neves gak la nak swab test senanya taksakit geli geli je woman get massage light skin tone,worry
lahanat stress bodohhh ok do rant,worry
kenapa malas ni loudly cry face,worry
nas today think much person death even know well start cry,worry
my skin get worse omfg loudly cry face loudly cry face loudly cry face,worry
weh ni assignment os loudly cry face loudly cry face raise fist light skin tone raise fist light skin tone,worry
feel like cut hair might regret later,worry
hurm kene berlinangan la air mata duit makan,worry
next class ngantuk loudly cry face,worry
today feel unproductive ruin mood,worry
memalukan all_caps la all_caps fiq all_caps shake my head all_caps,worry
sumpah la mental koyak gila ni,worry
lepas final nak nasi lemak anjinkk pout face,worry
i age reconsider post anime public ig story people think immature its really good go people judge think i lame unprofessional haih shake my head pensive face,worry
sesungguhnya dh tau betapa rendahnya kepandaian utk memahami financial maths ni hmm,worry
ok dah start perangai lapar malam,worry
permudahkanlah sebulan intern ni aminnn,worry
maybe i tire i do not know,worry
just reminder um rank higher snu asia uni rank eye mouth eye possible elongated_qm,worry
ahhh bodo lelah ni nak keje tertangguh la sia,worry
luar office hours kerja menghantui otak ku face vomit loudly cry face,worry
why,worry
fikir nak mati je dosa haih,worry
apa function feedback form kelas still record minutes videos need watch hour,worry
pkpb all_caps ni apply kat rakyat marhaen je eye,worry
stop smoke die young,worry
can i mad lecturer teach much fast,worry
ykw act many things want say choose quite bcs idw lose,worry
its worth,worry
laugh my ass off i bad,worry
berhenti kerja tu mcm nak duit loudly cry face loudly cry face loudly cry face loudly cry face,worry
stress all_caps bodo all_caps dengan all_caps jawatan all_caps jawatan all_caps ni all_caps,worry
dapat info start esok midnight dah pkp dapat info esok matahari terbit sebelah barat pergi kerja,worry
my life really worst,worry
i nervous af oh my god,worry
if ask something want talk ignore bother answer its ok,worry
this really frustrate,worry
baru igt nak relax next week sbb flash mob habis last ade event lg hmm,worry
my attention span suck especially online class,worry
i need break,worry
penat dah positive otak skang rase dh biadap teruk,worry
i sorry,worry
baru faham org curi gambar cane slightly smile face,worry
i do not know mom handle heavy heart every day,worry
um take money say pay haih la happen transaction,worry
struggle nak high court last sell another l day,worry
fear keep grow,worry
holy shit really cannot sleep huh,worry
um eh confuse face,worry
hilang,worry
final habis tidoo byk af,worry
first day class still meet wif frens,worry
shit lelah kill taik tul,worry
vaksin percaya makanan dna babi percaya,worry
bapak sakit perut,worry
sometimes i feel like burden around i sorry elongated_pd,worry
mentally tire worse physically tire,worry
pisang siel present last group anat kang tido terlajak,worry
penat hadap benda bertahun,worry
so much want less time,worry
hate voice head cannot sleep,worry
i do not know i scar nervous tomorrow i do not know social anxiety something good meet friend,worry
dpt topik lecture eventho dr smp lecture canne not kid assignment ni tf,worry
i fuck hard,worry
i question sanity,worry
if all_caps go all_caps bercuti all_caps to all_caps langkawi all_caps kind dumb all_caps not gonna lie all_caps cuba start hang state elongated_pd give time elongated_pd weeks exact elongated_pd think catch drift elongated_pd,worry
baik halim napi je keeper chelsea,worry
message lot misunderstand frustrate side haihz,worry
start clinical nightmare start clinical covid nightmare professional max,worry
please pray kitten it breathe vet i really hope could something,worry
i fuck cannot,worry
guilt,worry
eh tengok soalan dah ngantuk upside face,worry
something wrong,worry
help dorg paksa,worry
pkpb not kid start sem ni pkp not kid start final exam relieve face,worry
cultural appropriation patut wujud,worry
i cannot imagine lose family members,worry
shit ngantuk ni blame mhs n kem pm ruin sleep cycle,worry
why i anxious what the fuck upside face upside face upside face,worry
emosinya haih kena study,worry
loudly cry face loudly cry face loudly cry face loudly cry face loudly cry face loudly cry face loudly cry face,worry
sometimes i hate brain capacity i answer math problems need lay,worry
really need stop makan ice cream tub gus healthy,worry
hmmm taktahu nak,worry
reminder cheap probably good true careful extremely cheap makeup especially liquid products like lip matte eyeliner foundation makeup bite pricey for all_caps a reason all_caps go drugstore makeup guy elongated_em,worry
need motivation live,worry
babi la pm ni sumpah je salah kot,worry
kenapa duduk gua ni taknak jenis online presence penangan liverpool ni,worry
i suck comfort people now ignore haha joke aizat clown face,worry
aku pen tengok jadual ni,worry
relatable gila budak maths nangis kat tiktok ni dulu kena cemtu gak hmm,worry
tak sedap hati essential service percaya azmin benda essential,worry
cannot wait finish,worry
so kali nak marah dah eh so dah nak luah la ni kena simpan sorang kena cakap okay fine,worry
what i get sumpah sengsara nnti,worry
may toughest month,worry
need lotion hand cream kasaq dah nii tangan uhuk,worry
today good day,worry
past haunt,worry
dgn ckp dh quiz loudly cry face loudly cry face,worry
okay anger towards anniversary ridiculous everyone start put bad review honkai impact rd elongated_qm pergi turunkan rat main game tu dah,worry
opportunity go even family even spend money life,worry
tetiba adik rumah loudly cry face loudly cry face,worry
i think i worthy anymore,worry
dah nafsu shop pelik,worry
pedih jugak ye kena maki camni face tear joy face tear joy face tear joy,worry
when i get worry covid number go people tell worry privilege people huh,worry
i wonder period pain month hit differently i cannot even sit properly dammit,worry
memories hurt af,worry
buruk laki colour rambut hurm,worry
melayu benda haram elok payah hidup langsung,worry
ayah dah start suh beli motor astaghfirullah,worry
sorang sorang classmate kawin la tunang la,worry
menyesalnya,worry
lose piece earbud buy new toppuff life lose win,worry
think future anything,worry
cina la babi lusa dah workshop ni please la meet,worry
so i work site busy user poor line connection factory so worker easily decide pass work without consent ask i busy this straight give job like what the fuck she also give user,worry
really want eat sweets hm cam tacod hahahaha,worry
stop late,worry
tapi all_caps kenapa all_caps sejarah all_caps macamtu all_caps siot all_caps ya all_caps allah all_caps loudly cry face,worry
rip knp bgitauuu,worry
malam ni mcm susah not kid survive susah jugak otak yg takleh stop overthink ni,worry
bosan njir,worry
permintaan nak gi rumah sewa ditolak hmm,worry
i hope hard work pay,worry
i appreciate initiative however i hate see adults clout why tf thumb light skin tone call hand light skin tone elongated_qm still process grief grow up smile chase cheap attention,worry
cannot intellectuals empathy lead country instead selfish stupid ones,worry
you never understand i lose appetite,worry
delete alll,worry
asal ade yg post gmbr raya insecure tgk,worry
hv wake wuu hrs sleep i already dead inside,worry
babi takde charger ape koyak sial babi tunggu,worry
harap habis dah la raya takbalik,worry
do lecturer want us fail data structure subject,worry
tak faham pretty best friend ni go elongated_qm,worry
not all_caps me all_caps forget all_caps to all_caps pay all_caps tuition all_caps fee all_caps and all_caps i hv all_caps enough all_caps money all_caps to all_caps pay all_caps back all_caps shjskskskskskms all_caps,worry
haih fiq selalu lambat,worry
turn laptop without save word file clown face,worry
cari gmbr matrip dgn aimeer susah anat la,worry
aku buta mmg tau order hmmm,worry
i totally ruin sigh elongated_pd,worry
hold tear frustration ask judge exhaust,worry
not kid tgk legend korra lecture byk fhm lg ni shake my head,worry
feel lose i really know,worry
nak kena berebut beli roti gardenia index point light skin tone loudly cry face,worry
tengok jalan penat,worry
minggu ni think face,worry
rasa pkp all_caps sambung,worry
nose run all_caps like faucet all_caps all all_caps day all_caps eye droplet nose light skin tone droplet eye,worry
tire understand,worry
get nightmares lately,worry
sheyyy ko niii loudly cry face,worry
keymark pagi duk main key ni pen pale otak,worry
the best accident face tear joy,worry
things get worse elongated_pd,worry
tgk lecture sakit otak tgk ws grup sakit hati love actuarial life weary face,worry
susah ah assignment xde specific arahan ni aghh,worry
banyak sgt nak beli benda semua ni nafsu haih,worry
i lose motivation study life,worry
almost dislocate arm,worry
this literally begin singapore thailand covid case now happen loudly cry face,worry
dah malas nak dah terbiasa takbuat habis la assignment taksiap love gesture loudly cry face,worry
tengah type jawapan menggigil pastu baca soalan blank taktahu nak allahu,worry
next sem ism all_caps fully online rip all_caps degree life,worry
syok je rindu sorang sorang,worry
anxiety keep get worse upside face,worry
glossy eyeshadow look get worst thing editorial look fine regular makeup gurl go look good minutes crease horrendously later,worry
be focus lecture i forget stupid people twitter sksk,worry
ngantuk dah ni upside face,worry
takut takut takuttt,worry
biggest fear quarantine creep hate,worry
i still feel like child elongated_pd,worry
still i cannot right but time might fade,worry
fuhhh berhenti sekejap jantung loudly cry face face tear joy,worry
i still fume lara jean not all_caps choose john ambrose face steam nose face steam nose face steam nose,worry
gentle la takde earpod dgn charger ni loudly cry face loudly cry face,worry
esok cam kena fokus kelas sbb dr dah start panggil panggil nama lak hahhhaha,worry
iz sad,worry
tak gi kusess sbb clash ngan wed cousin hmmm,worry
nak ngadu sakit kat ni uhuk,worry
insecurities mainly forehead,worry
elongated_pd gain kg feel nice elongated_pd,worry
miss online aaa tacod,worry
sudden presentation discussion lecturer week third year knock face,worry
weird realize neglect mom,worry
i gain much weight ffs upside face upside face upside face upside face,worry
fave umbrella elongated_pd loudly cry face loudly cry face loudly cry face,worry
sigh elongated_pd i cannot focus anything rn elongated_pd fuck my life,worry
i reaaalllyyy need control late night snack habit woozy face,worry
jtk ni meet lepastu skali meet jam ei takmasuk meet geram la culik saf tu loudly cry face loudly cry face loudly cry face loudly cry face loudly cry face,worry
time camni la nak sakit pinggang la sakit perut la loudly cry face loudly cry face loudly cry face,worry
bila nak habis ni kerja serabut woozy face,worry
rse mcm not kid pergi mampus benda ni,worry
what bad way start day lose i see otw work make police report ipd otw jpn pudu make new take el all_caps today clown face,worry
all people know whose hurt inside,worry
my stupid dream keep haunt huhuhuhu,worry
dear know okay,worry
weh ya allah apahal ni elongated_pd,worry
wait elongated_pd whattt elongated_pd bil api rm elongated_qm elongated_em ya allah elongated_pd,worry
tak semangat nak start sem kena kampus macamni weary face,worry
how comfort whenever feel like good enough anyone,worry
wish i less stubborn,worry
tire absolute reason,worry
tido tgh stress sumpah sedap yal tp tu la bangun kene sambung study hmmm,worry
chem physics bio geology n law paper tomorrow hmm,worry
now i sad,worry
i guess i repeat go eat routine,worry
semua kau kena fiq,worry
complicate haih,worry
hot face drool face,worry
i edge breakdown apparently i get scold spend enough family time due sibuk mengalahkan ceo my class literally pm i see selfish attend main reason i hate class home,worry
try sleep takleh apa la niii,worry
shit data habis kt kampung,worry
i think i die nobody care only closest,worry
tolong belanja baju hurm takyah la pakai baju adik hurm,worry
aku not kid oversleep stress ngantuk,worry
sleep dooo tidur ni semalam,worry
tengok mutuals selamba je post publicly lepak berkumpul dgn org skull skull skull,worry
think enthusiasim life die somewhere amidst pandemic,worry
nafsu nak membeli tu kuat harap la bersabar,worry
cam nipis je ni harapan nak kolej th dah takde think face,worry
tolong la lkt kejut loudly cry face loudly cry face loudly cry face tak sanggup dooo not kid duduk induk loudly cry face loudly cry face loudly cry face,worry
sis feel attack elongated_pd,worry
kerusi letak beg orang berdiri takpe,worry
agama nak guilt trip orang dasar penunggang,worry
i hope i annoy anyone today,worry
weh sakit otak kesian otak,worry
heart ease tire face,worry
money main problem,worry
yo fckin stress really smtg else la,worry
banyak kluster muncul sarawak anxious face sweat,worry
the pressure cs student elongated_qm dah belajar c java python css html bootstrap js php oracle network aws astu still ketinggalan benda kena explore astu takda assignment la quiz la test la assessment la no jela ni ha,worry
yeay,worry
mungkin penat je ni,worry
categories pon tergolong upside face loudly cry face loudly cry face,worry
basically everything money work people will accept price la price camtu wujud,worry
there come time see purpose live elongated_pd,worry
shiver death,worry
orang takda lesen bawak kereta bersalah eh elongated_qm aku lesen pon kekadang takut roadblock laugh out loud,worry
why get rude know i human,worry
astaghfirullah,worry
tak nafas shit sakit dada,worry
maxis problem,worry
get test i even study yet,worry
bersediakah rap performance esok,worry
malas la i important anyone life anyway,worry
we know teachers lecturers say open book test question mess even book buku tu utk lap air mata je peperiksaan,worry
be cough since morning beratnya dugaan not kid assignment,worry
tonight go easy see,worry
fuckup sial mcm nj,worry
might see boyf till final examination plead face,worry
the sudden nervous,worry
wish someone would hit me up talk want talk people elongated_pd miss interactions,worry
budak aero ni kerja senang not kid last minute aaa sumpah la la kena group dgn diaorang,worry
jadual exam dah mood study,worry
seram nak masuk ni,worry
serabut la hidup mcm ni,worry
overthink everything find ways doubt,worry
i sad okay,worry
i feel like old person disgust what the fuck,worry
my biggest insecurity,worry
tire everything,worry
euw takottt,worry
rough couple days elongated_pd,worry
i sure procrastinate lot,worry
daripada beli ip ni beli tv kat rumah kang pixel rosak dah ni,worry
serabut upside face,worry
suck option replace someone else day,worry
jangan biarkan perlukan,worry
haih habislah target sir ni loudly cry face,worry
pull nighter nothing fuck,worry
hm rindu,worry
days surgery oh my god takutt,worry
need cig alcohol,worry
cuak cha tangan bengkak face tear joy,worry
baru not kid try biscoff tealive tu ingatkan hahahaahahah skali dah takde ek,worry
wake assignment hmm,worry
i feel like shit,worry
nape um all_caps rendah sgt grade point utk b c,worry
normalize kesian member kena pasang khemah rumah kesian kawan time hujan lebat kelas pastu kena hantar tuto time kelas takleh selagi tuto hadaplah hujan tu seriously kesian,worry
ya keep say ya want rmo end want go back normal live well sorry disappoint go back normal this new normal,worry
bosan study,worry
ergh geram sial h je reconnecting,worry
i accept fate friends nice people people secretly think like give extreme social anxiety,worry
saya harap se all_caps ni dah takde week,worry
i would give but get,worry
rip all_caps be all_caps jumpe all_caps next all_caps sem all_caps,worry
please make regret even,worry
fck sedih sia ahh,worry
nak nadia chef la,worry
ask see python talk bout you be code flush face flush face flush face,worry
baru nak promo raya elok tu tunggu seminggu supplier salah hantar ingat kelakar unamused face,worry
twitter ni nak normal rt elongated_qm,worry
assignment susah susah stress gue,worry
let go keep hold,worry
no wonder us uk rusuhan kat kerajaan diorang sbb politik mcm ni la,worry
hard nerd family weary face,worry
home alone know eat elongated_pd,worry
forget quiz tomorrow elongated_pd,worry
the day could worse,worry
welp since happen i force berjimat next sem,worry
i kenot math loudly cry face,worry
rip extroverted single peep year lot friends make lack attention affection get could meet end rot mental health room alone elongated_pd see,worry
ok nak tolong ni kena less word aku ni aduhhh,worry
and share sadness,worry
malas nak tidur malam susah nak tidur,worry
tadi wifi takde ni laptop mati dah la tertinggal charger kat bilik hm,worry
ya allah benda ni tksupport latest version loudly cry face loudly cry face loudly cry face loudly cry face bunowh jew la aque loudly cry face love gesture,worry
pebenda nak present collaborator pon takdok ni,worry
freak snake house whole time i even realize elongated_qm elongated_em,worry
wow even monkey better ya malaysians panic buy groceries disgust,worry
just go put even think salary quite high need pay bill fuel stay home enjoy home cook meal need worry refuel free there days eat save money payday malehaku,worry
hmm group dah kali last letak ler tngh dr,worry
tenang selagi settle,worry
baik korang topup shopee pay kang bank sumpah slow,worry
insecure insecure,worry
dr really want ask things remember name half greek symbols use screen pensive face pensive face pensive face,worry
hm selipar tebal sanggul seluar ketat baju adik elongated_pd,worry
setiap pagi mesti sesak nafas memikirkan adakah dah,worry
eh eh koreans kick orang malaysians group pe dah cult dah ni hahahaha,worry
need fix sleep schedule next week dh start bljr dah oi,worry
satu batuk lelah gini adui la keje nak,worry
nak makan roti sekeping je konon nak snack i end makan whole buku,worry
tulang sakit nak mampus sia elearning lantai berlapikkan bantal hahahahah,worry
i way back um playlist saddd,worry
